time,value
20919.0,-5.387117925080802
20920.0,-7.0002795974690395
20921.0,-7.868471271791207
20922.0,-7.471781460827778
20923.0,-5.752185246661635
20924.0,-3.2625253354662185
20925.0,-1.0535737793840472
20926.0,-0.2507810823903438
20927.0,-1.5032179109333754
20928.0,-4.607449167176126
20929.0,-8.52037363309734
20930.0,-11.778361369469952
20931.0,-13.157512343842399
20932.0,-12.267282013968275
20933.0,-9.731196435673857
20934.0,-6.812635654376727
20935.0,-4.724460078163872
20936.0,-4.075475086529891
20937.0,-4.755107033588872
20938.0,-6.232107789471039
20939.0,-8.012693996903899
20940.0,-9.943718935887107
20941.0,-12.158866174964231
20942.0,-14.73177459566585
20943.0,-17.339155279731077
20944.0,-19.217556673078807
20945.0,-19.452957494038
20946.0,-17.436544908571676
20947.0,-13.27331013229286
20948.0,-7.932410681206939
20949.0,-2.95710441058831
20950.0,0.2385648923711179
20951.0,1.1039888225315624
20952.0,0.19569605463507442
20953.0,-1.2731682967877807
20954.0,-2.253804745100178
20955.0,-2.4673715918087082
20956.0,-2.416279990469792
20957.0,-2.8740801203411683
20958.0,-4.246667137528419
20959.0,-6.208893176445061
20960.0,-7.8148226325387355
20961.0,-8.023583252629376
20962.0,-6.370639150068598
20963.0,-3.397450196939831
20964.0,-0.5158543615888151
20965.0,0.716674290922495
20966.0,-0.46246448386181604
20967.0,-3.433563556247292
20968.0,-6.356704564128796
20969.0,-7.061587963548161
20970.0,-4.224812442253482
20971.0,1.8210947393782064
20972.0,9.162771757924464
20973.0,15.278938852158657
20974.0,18.35247048628293
20975.0,18.151758537873597
20976.0,16.01937762683341
20977.0,14.074037967942026
20978.0,14.160262663431961
20979.0,17.14104690166748
20980.0,22.83623532484673
20981.0,30.466014685734134
20982.0,39.17088775590857
20983.0,48.24954561464941
20984.0,57.08658643959156
20985.0,65.02186349374168
20986.0,71.41221974230447
20987.0,75.89874635594514
20988.0,78.65918544241487
20989.0,80.3907245378651
20990.0,81.94742099718115
20991.0,83.81831215358824
20992.0,85.78449418287796
20993.0,87.00830235103093
20994.0,86.53707323766054
20995.0,83.92116418739079
20996.0,79.52342412235849
20997.0,74.263027496494
20998.0,68.94322465819876
20999.0,63.64780739046813
21000.0,57.66629098901841
21001.0,50.05069180865973
21002.0,40.45496930482065
21003.0,29.65215927245326
21004.0,19.304220980210143
21005.0,11.113363243807889
21006.0,5.967659405428679
21007.0,3.653378760194173
21008.0,3.1701709769119564
21009.0,3.2277322123893453
21010.0,2.5982992907411626
21011.0,0.3764699598628551
21012.0,-3.7432316203026113
21013.0,-9.312447154596734
21014.0,-15.288040751632751
